id|year|title|genres|original_language|productions_companies|overview|tagline|budget|revenue
237|2003|Young Adam|Drama, Thriller, Crime, Romance|en|Recorded Picture Company|A young drifter working on a river barge disrupts his employers' lives while hiding the fact that he knows more about a dead woman found in the river than he admits.|Everyone has a past. Everyone has a secret.|6400000.0|2500000.0
21525|2003|Tupac: Resurrection|Music, Documentary|en|Paramount|Home movies, photographs, and recited poetry illustrate the life of Tupac Shakur, one of the most beloved, revolutionary, and volatile hip-hop MCs of all time.|In his own words|300000.0|7808524.0
13370|2003|A Mighty Wind|Comedy, Music|en|Castle Rock Entertainment|"In ""A Mighty Wind"", director Christopher Guest reunites the team from ""Best In Show"" and ""Waiting for Guffman"" to tell tell the story of 60's-era folk musicians, who inspired by the death of their former manager, get back on the stage for one concert in New York City's Town Hall."|Back together for the first time, again.|6000000.0|18750246.0
13537|2003|Shattered Glass|Drama, History|en|Cruise/Wagner Productions|The true story of fraudulent Washington, D.C. journalist Stephen Glass, who rose to meteoric heights as a young writer in his 20s, becoming a staff writer at The New Republic for three years. Looking for a short cut to fame, Glass concocted sources, quotes and even entire stories, but his deception did not go unnoticed forever, and eventually, his world came crumbling down.|He'd do anything to get a great story.|6000000.0|2944752.0
56427|2003|Baywatch: Hawaiian Wedding|Action, Drama, Adventure, TV Movie|en|Fox Television Studios|Mitch Buchannon (David Hasselhoff) was believed to have died in a boating accident at the end of the 10th season of Baywatch. However, it turns out he only had amnesia and has been recovering in a Los Angeles hospital. His new fiancée, Allison Ford (Alexandra Paul), resembles his old lover, Lt. Stephanie Holden (also played by Alexandra Paul), who died during the seventh season of Baywatch. However, she is cooperating with an old nemesis of Mitch's, the still undead Mason Sato (Cary-Hiroyuki Tagawa) from the second season, to get revenge on Mitch.||5500000.0|136000000.0
8046|2003|Gigli|Drama, Comedy|en|Casey Silver Productions|Gigli is ordered to kidnap the psychologically challenged younger brother of a powerful federal prosecutor. When plans go awry, Gigli's boss sends in Ricki, a gorgeous free-spirited female gangster who has her own set of orders to assist with the kidnapping. But Gigli begins falling for the decidedly unavailable Ricki, which could be a hazard to his occupation.|Life doesn't play by the rules.|54000000.0|7266209.0
2056|2003|The Station Agent|Drama, Comedy|en|Next Wednesday Productions|When his only friend dies, a man born with dwarfism moves to rural New Jersey to live a life of solitude, only to meet a chatty hot dog vendor and a woman dealing with her own personal loss.|Loneliness is much better when you have got someone to share it with.|500000.0|8679814.0
14527|2003|Foolproof|Action|en|Alliance Atlantis Communications|Kevin, Sam and Rob have an unusual hobby: planning foolproof heists, without intending to actually perform them. The game goes wrong when their latest plan is stolen and carried out. Things get even worse when a mysterious man approaches them with an offer: plan a heist for him, or go to jail. As the clock ticks, they find that the risk might be higher than just their freedom.||8256269.0|460978.0
10720|2003|Down with Love|Comedy, Romance|en|Fox 2000 Pictures|In 1962 New York City, love blossoms between a playboy journalist and a feminist advice author.|The ultimate catch has met his match|35000000.0|20298207.0
1415|2003|Party Monster|Comedy, Drama, Crime|en|ContentFilm|The New York club scene of the 80s and 90s was a world like no other. Into this candy-colored, mirror ball playground stepped Michael Alig, a wannabe from nowhere special. Under the watchful eye of veteran club kid James St. James, Alig quickly rose to the top... and there was no place to go but down.|'Til death do they party...|5000000.0|742898.0
7270|2003|Matchstick Men|Comedy, Drama, Crime, Thriller|en|Saturn Films|A phobic con artist and his protege are on the verge of pulling off a lucrative swindle when the con artist's teenage daughter arrives unexpectedly.|Lie. Cheat. Steal. Rinse. Repeat.|62000000.0|65565672.0
24982|2003|Ghosts of the Abyss|Documentary|en|Earthship Productions|Academy Award® winning director and master storyteller James Cameron journeys back to the site of his greatest inspiration, the legendary wreck of the Titanic. With a team of the world's foremost historic and marine experts and friend Bill Paxton, he embarks on an unscripted adventure back to the final grave where nearly 1,500 souls lost their lives almost a century ago.|The legend no one can forget has become the greatest adventure ever filmed.|13000000.0|17040871.0
20694|2003|Rugrats Go Wild|Animation, Family|en|Nickelodeon Movies|The Rugrats family vacation takes an exotic detour when their boat capsizes and they become shipwrecked on a deserted tropical island. With the jungle as their new backyard, the babies race wildly from one dangerous adventure to the next...soon to discover that someone else is on the island. It's The Wild Thornberrys...on an island adventure of their own! When these two famailies get together, the excitement really starts!|The Family Vacation Goes Overboard|25000000.0|55443032.0
1088|2003|Whale Rider|Drama, Family|en|South Pacific Pictures|On the east coast of New Zealand, the Whangara people believe their presence there dates back a thousand years or more to a single ancestor, Paikea, who escaped death when his canoe capsized by riding to shore on the back of a whale. From then on, Whangara chiefs, always the first-born, always male, have been considered Paikea's direct descendants. Pai, an 11-year-old girl in a patriarchal New Zealand tribe, believes she is destined to be the new chief. But her grandfather Koro is bound by tradition to pick a male leader. Pai loves Koro more than anyone in the world, but she must fight him and a thousand years of tradition to fulfill her destiny.|In the ways of the ancients she found a hope for the future.|8000000.0|41400000.0
15394|2003|Owning Mahowny|Crime, Drama, Thriller|en|Alliance Atlantis Communications|Dan Mahowny was a rising star at the Canadian Imperial Bank of Commerce. At twenty-four he was assistant manager of a major branch in the heart of Toronto's financial district. To his colleagues he was a workaholic. To his customers, he was astute, decisive and helpful. To his friends, he was a quiet, but humorous man who enjoyed watching sports on television. To his girlfriend, he was shy but engaging. None of them knew the other side of Dan Mahowny--the side that executed the largest single-handed bank fraud in Canadian history, grossing over $10 million in eighteen months to feed his gambling obsession.|To some it's a game. To others it's a habit. But to Dan Mahowny -- beating the odds is everything|10000000.0|1271244.0
13920|2003|Radio|Drama|en|Tollin/Robbins Productions|High school football coach, Harold Jones befriends Radio, a mentally-challenged man who becomes a student at T.L. Hanna High School in Anderson, South Carolina. Their friendship extends over several decades, where Radio transforms from a shy, tormented man into an inspiration to his community.|His courage made them champions.|35000000.0|53293628.0
10629|2003|Veronica Guerin|Drama, Crime, Thriller|en|Jerry Bruckheimer Films|In this true story, Veronica Guerin is an investigative reporter for an Irish newspaper. As the drug trade begins to bleed into the mainstream, Guerin decides to take on and expose those responsible. Beginning at the bottom with addicts, Guerin then gets in touch with John Traynor, a paranoid informant. Not without some prodding, Traynor leads her to John Gilligan, the ruthless head of the operation, who does not take kindly to Guerin's nosing.|Why would anyone want to kill Veronica Guerin?|17000000.0|9439660.0
11093|2003|House of Sand and Fog|Drama|en|Bisgrove Entertainment|Behrani, an Iranian immigrant buys a California bungalow, thinking he can fix it up, sell it again, and make enough money to send his son to college. However, the house is the legal property of former drug addict Kathy. After losing the house in an unfair legal dispute with the county, she is left with nowhere to go. Wanting her house back, she hires a lawyer and befriends a police officer. Neither Kathy nor Behrani have broken the law, so they find themselves involved in a difficult moral dilemma.|Some dreams can't be shared.|16500000.0|16942795.0
